name,rank,year_published,mechanics,categories,subdomains,playing_time,mfg_suggested_ages,user_suggested_ages,expansions,languages,honors,mfg_suggested_players,user_suggested_players,count_ratings,avg_ratings,std_deviation,count_views
Augsburg 1520,1498,2006,Auction/Bidding,"Economic, Medieval",Strategy Games,2575 minutes,12 and up,12 and up,None,Some necessary text - easily memorized or small crib sheet,None,25,Best with 5 players,1116,6.49,1.25,83173
Monopoly Deal Card Game,1499,2008,"Hand Management, Set Collection","Card Game, Economic",Family Games,15 minutes,8 and up,8 and up,None,Some necessary text - easily memorized or small crib sheet,"2009 Fairplay  la carte Winner, 2009 JoTa Best Card Game Nominee, 2011 JoTa Best Game Released in Brazil Nominee",25,Best with 4 players,4409,6.28,1.40,194447
Wellington,1500,2005,"Campaign / Battle Card Driven, Point to Point Movement","Napoleonic, Wargame",Wargames,180 minutes,12 and up,12 and up,None,Extensive use of text - massive conversion needed to be playable,2005 Walter Luc Haas Best Simulation Winner,24,Best with 4 players,533,6.94,1.46,91842
Rise of the Luftwaffe,1501,1993,Campaign / Battle Card Driven,"Aviation / Flight, Card Game, Wargame, World War II",Wargames,20 minutes,12 and up,12 and up,"Down in Flames Squadron Pack 1: Fighters, Down in Flames Squadron Pack 2: Bombers, Down in Flames: Air Umbrella Over Dunkirk, Down in Flames: Arab-Israeli War 1948-'49",Moderate in-game text - needs crib sheet or paste ups,None,28,Best with 2 players,456,7.07,1.42,52581
Zero!,1502,2001,"Campaign / Battle Card Driven, Hand Management","Aviation / Flight, Card Game, Wargame, World War II",Wargames,60 minutes,12 and up,10 and up,"Corsairs and Hellcats, Down in Flames: Dutch Harbor / Aleutians, Down in Flames: Operation Leader 1943, Down in Flames: The Netherlands East Indies",Moderate in-game text - needs crib sheet or paste ups,"2001 Charles S. Roberts Best Wargame Graphics Nominee, 2001 Charles S. Roberts Best World War II Boardgame Nominee",210,Best with 2 players,542,6.92,1.33,77467
Bombay,1503,2009,"Action Point Allowance System, Pick-up and Deliver, Point to Point Movement, Set Collection","Economic, Transportation","Family Games, Strategy Games",45 minutes,10 and up,8 and up,None,No necessary in-game text,None,25,Best with 4 players,1300,6.45,1.14,103389
Bus,1504,1999,"Pick-up and Deliver, Worker Placement",Transportation,Strategy Games,120 minutes,14 and up,12 and up,None,No necessary in-game text,None,35,Best with 4 players,597,6.82,1.52,69595
Munchkin Cthulhu,1505,2007,"Dice Rolling, Trading, Variable Player Powers","Card Game, Fighting, Horror, Humor",Thematic Games,90 minutes,10 and up,12 and up,"+10 Bag o' Munchkin d6, +6 Bag O' Munchkin Babes, +6 Bag o' Munchkin Level Counters, +6 Bag O' Munchkins",Extensive use of text - massive conversion needed to be playable,2008 Lucca Games Best Card Game,36,Best with 45 players,3207,6.36,1.67,96441
Uchronia,1506,2012,"Card Drafting, Hand Management, Set Collection, Variable Phase Order","Ancient, Card Game, City Building, Prehistoric",Strategy Games,4560 minutes,14 and up,12 and up,Uchronia Promo Cards,Extensive use of text - massive conversion needed to be playable,None,25,(Not best with any number),751,6.69,1.32,101345
Formula Motor Racing,1507,1995,"Dice Rolling, Hand Management","Card Game, Dice, Racing",Family Games,20 minutes,8 and up,8 and up,None,Some necessary text - easily memorized or small crib sheet,None,36,Best with 6 players,1592,6.39,1.27,104573
Munchkin Zombies,1508,2011,"Dice Rolling, Hand Management, Variable Player Powers","Card Game, Fighting, Humor, Zombies","Family Games, Thematic Games",90 minutes,10 and up,10 and up,"+10 Bag o' Munchkin d6, +6 Bag O' Munchkin Babes, +6 Bag o' Munchkin Level Counters, +6 Bag O' Munchkin Zombies",Moderate in-game text - needs crib sheet or paste ups,None,36,Best with 4 players,1473,6.51,1.63,50160
Rivet Wars: Eastern Front,1509,2013,"Dice Rolling, Grid Movement, Modular Board, Variable Player Powers","Miniatures, Wargame","Thematic Games, Wargames",30 minutes,14 and up,12 and up,"Rivet Wars: Babygirl, Rivet Wars: Battle of Brighton, Rivet Wars: Clockwork Soldiers vs. Plague Troopers, Rivet Wars: Heavy Metal",Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,366,7.46,1.52,138314
Clippers,1510,2002,Route/Network Building,"Economic, Nautical",Strategy Games,90 minutes,10 and up,(no votes yet),None,Some necessary text - easily memorized or small crib sheet,None,25,Best with 5 players,849,6.63,1.24,68139
Entdecker,1511,1996,"Area Control / Area Influence, Modular Board, Tile Placement",Exploration,"Family Games, Strategy Games",60 minutes,10 and up,8 and up,None,No necessary in-game text,"1996 Deutscher Spiele Preis Best Family/Adult Game 2nd Place, 1996 Meeples' Choice Award",24,Best with 34 players,1159,6.49,1.25,89381
City Tycoon,1512,2011,"Card Drafting, Pattern Building, Tile Placement","City Building, Economic",Strategy Games,60120 minutes,10 and up,12 and up,None,No necessary in-game text,None,25,Best with 34 players,756,6.66,1.30,100974
Panzer Leader,1513,1974,Hex-and-Counter,"Wargame, World War II",Wargames,90 minutes,12 and up,12 and up,"Panzer Leader 1940, Panzer Leader: For King and Country, Para-Leader, Tactical Combat in the Middle East: Part 1  Battlefield Iraq",Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,1206,6.54,1.34,142610
Rockwell,1514,2013,"Area Control / Area Influence, Area Movement, Modular Board, Worker Placement","Economic, Exploration, Industry / Manufacturing, Number",Strategy Games,90 minutes,14 and up,12 and up,"Rockwell:  Explosion Cards, Rockwell: Diamond Cards",No necessary in-game text,None,24,Best with 4 players,332,7.43,1.16,49958
Thebes: The Tomb Raiders,1515,2013,"Card Drafting, Set Collection, Time Track","Card Game, Exploration, Travel",Family Games,30 minutes,8 and up,8 and up,None,No necessary in-game text,None,24,Best with 4 players,459,7.03,1.14,50159
Terra Nova,1516,2006,"Area Control / Area Influence, Area Enclosure, Grid Movement","Abstract Strategy, Territory Building",Abstract Games,45 minutes,13 and up,10 and up,None,No necessary in-game text,None,24,Best with 2 players,1335,6.42,1.26,98186
Dust Tactics: Revised Core Set,1517,2011,"Action Point Allowance System, Dice Rolling, Modular Board","Miniatures, Science Fiction, World War II",Wargames,45 minutes,14 and up,14 and up,"Dust Tactics: ""Nightwatch"" Elite Premium, Dust Tactics: ""Snow Lynx"", Dust Tactics: Airfield Accessory Pack, Dust Tactics: Allied Fortification  Field Phaser Bunker / Strongpoint",Some necessary text - easily memorized or small crib sheet,None,24,Best with 2 players,338,7.62,1.44,83646
King Me!,1518,1998,Voting,"Bluffing, Deduction, Renaissance",Family Games,30 minutes,8 and up,8 and up,King Me! The Toilet,No necessary in-game text,"2004 Japan Boardgame Prize Best Foreign Game for Beginners Nominee, 2004 Spiel des Jahres Recommended",36,Best with 5 players,1722,6.38,1.21,92398
Catan Histories: Struggle for Rome,1519,2006,"Area Movement, Trading","Ancient, Civilization",Strategy Games,120 minutes,10 and up,10 and up,None,Some necessary text - easily memorized or small crib sheet,None,34,Best with 4 players,1131,6.48,1.28,98973
Coup: Rebellion G54,1520,2014,"Player Elimination, Take That, Variable Player Powers","Bluffing, Card Game, Deduction, Negotiation","Party Games, Strategy Games",15 minutes,12 and up,12 and up,Coup: Guatemala 1954  Anarchy,Some necessary text - easily memorized or small crib sheet,None,36,Best with 56 players,320,7.49,1.45,60746
Dos Rios,1521,2004,"Action Point Allowance System, Modular Board","Economic, Territory Building",Strategy Games,70 minutes,12 and up,10 and up,None,No necessary in-game text,2004 Spiel des Jahres Recommended,24,Best with 2 players,1139,6.49,1.22,77900
Caesar at Alesia,1522,1976,"Dice Rolling, Hex-and-Counter","Ancient, Wargame",Wargames,360 minutes,12 and up,14 and up,None,Some necessary text - easily memorized or small crib sheet,None,24,Best with 23 players,478,7.06,1.42,62980
Opera,1523,2009,"Auction/Bidding, Commodity Speculation, Set Collection, Time Track","Economic, Music, Renaissance",Strategy Games,90 minutes,12 and up,12 and up,None,No necessary in-game text,None,24,Best with 4 players,853,6.65,1.44,90978
Rory's Story Cubes,1524,2005,"Co-operative Play, Dice Rolling, Pattern Recognition, Storytelling",Dice,"Family Games, Party Games",20 minutes,8 and up,5 and up,"Rory's Story Cubes: Clues, Rory's Story Cubes: Enchanted, Rory's Story Cubes: Intergalactic, Rory's Story Cubes: Medic",No necessary in-game text,"2011 Kinderspielexperten ""5-to-9-year-olds"" Nominee, 2011 Kinderspielexperten ""5-to-9-year-olds"" Second Place, 2012 UK Games Expo Best Family Game Winner",112,Best with 23 players,1340,6.44,1.52,96001
Ruhrschifffahrt 1769-1890,1525,2012,"Pick-up and Deliver, Worker Placement","Economic, Industry / Manufacturing, Nautical, Transportation",Strategy Games,120 minutes,12 and up,14 and up,Ruhrschifffahrt: Kaufmann und Kohlenhandlung,No necessary in-game text,None,24,Best with 3 players,333,7.38,1.23,57394
Fortress America,1526,2012,"Area Movement, Dice Rolling","Science Fiction, Wargame",Wargames,150 minutes,,12 and up,None,Some necessary text - easily memorized or small crib sheet,None,24,Best with 4 players,499,6.98,1.37,108322
Ponte del Diavolo,1527,2007,Tile Placement,"Abstract Strategy, Territory Building",Abstract Games,25 minutes,10 and up,8 and up,None,No necessary in-game text,"2007 Golden Geek Best 2-Player Board Game Nominee, 2009 Games Magazine Best New Abstract Strategy Game Winner",2,Best with 2 players,808,6.64,1.27,63660
Rail Baron,1528,1977,Roll / Spin and Move,"Economic, Trains, Transportation",Strategy Games,240 minutes,10 and up,10 and up,None,Moderate in-game text - needs crib sheet or paste ups,None,36,Best with 34 players,1294,6.54,1.68,123545
Volldampf,1529,2001,"Auction/Bidding, Pick-up and Deliver, Tile Placement",Trains,Strategy Games,90 minutes,12 and up,12 and up,None,Some necessary text - easily memorized or small crib sheet,"2002 International Gamers Awards - General Strategy, Multi-player Nominee",26,(Not best with any number),542,6.87,1.28,53078
Dungeon Roll,1530,2013,"Dice Rolling, Hand Management, Press Your Luck, Variable Player Powers","Dice, Fantasy, Fighting",Family Games,15 minutes,8 and up,6 and up,"Dungeon Roll Hero: Guild Leader, Dungeon Roll Hero: Time Traveler, Dungeon Roll Legends: Hero Booster Pack #2, Dungeon Roll: Hero Booster Pack #1",Some necessary text - easily memorized or small crib sheet,2013 Golden Geek Best Family Board Game Nominee,14,Best with 2 players,4148,6.24,1.44,289929
Raj,1531,1988,Simultaneous Action Selection,"Animals, Bluffing, Card Game",Family Games,20 minutes,8 and up,6 and up,None,No necessary in-game text,"1988 Spiel des Jahres Recommended, 1996 Fairplay  la carte Winner",25,Best with 5 players,1322,6.44,1.32,82012
Slide 5,1532,2007,Simultaneous Action Selection,"Card Game, Number",Family Games,30 minutes,8 and up,5 and up,None,No necessary in-game text,2008 Golden Geek Best Card Game Nominee,210,Best with 56 players,948,6.55,1.26,43536
Grimoire,1533,2010,"Card Drafting, Set Collection, Simultaneous Action Selection","Card Game, Mythology","Family Games, Strategy Games",30 minutes,12 and up,10 and up,None,Moderate in-game text - needs crib sheet or paste ups,"2012 Essener Feder Best Written Rules Winner, 2012 Graf Ludo Best Family Game Graphics Winner, 2012 Kinderspielexperten ""8-to-13-year-olds"" Nominee",25,Best with 45 players,1025,6.54,1.17,105751
Three-Dragon Ante,1534,2005,"Betting/Wagering, Hand Management","Card Game, Fantasy",Family Games,20 minutes,12 and up,10 and up,None,Some necessary text - easily memorized or small crib sheet,None,26,Best with 45 players,1264,6.49,1.43,70074
The Agents,1535,2013,Hand Management,"Card Game, Spies/Secret Agents",Strategy Games,2040 minutes,8 and up,10 and up,"The Agents: Black Ops, The Agents: Bounties, The Agents: Break the Rules, The Agents: Events",Moderate in-game text - needs crib sheet or paste ups,2013 Golden Geek Best Print & Play Board Game Nominee,25,Best with 3 players,1061,6.57,1.48,85862
Tycoon,1536,1998,Area Control / Area Influence,Economic,Strategy Games,90 minutes,10 and up,10 and up,None,No necessary in-game text,1998 Spiel des Jahres Recommended,24,Best with 4 players,595,6.81,1.14,64003
The Thief of Baghdad,1537,2006,"Area Movement, Hand Management",Arabian,Family Games,45 minutes,8 and up,10 and up,None,No necessary in-game text,2007 Spiel des Jahres Nominee,24,Best with 3 players,1265,6.46,1.21,83188
If Wishes Were Fishes!,1538,2007,"Card Drafting, Commodity Speculation, Hand Management",Animals,"Family Games, Strategy Games",45 minutes,10 and up,10 and up,None,No necessary in-game text,"2007 Golden Geek Best Children's Board Game Nominee, 2008 Games Magazine Best New Family Game Winner",25,Best with 3 players,1009,6.54,1.13,65522
18EU,1539,2001,"Auction/Bidding, Route/Network Building, Stock Holding, Tile Placement","Economic, Negotiation, Print & Play, Trains",Strategy Games,300 minutes,14 and up,14 and up,None,No necessary in-game text,None,26,Best with 5 players,269,7.60,1.47,43434
Eminent Domain: Microcosm,1540,2014,"Card Drafting, Deck / Pool Building, Hand Management","Card Game, Civilization, Print & Play, Science Fiction",,15 minutes,13 and up,(no votes yet),None,Some necessary text - easily memorized or small crib sheet,None,2,Best with 2 players,551,6.87,1.21,38650
Empires of the Void,1541,2012,"Action Point Allowance System, Dice Rolling, Set Collection, Trading","Science Fiction, Space Exploration","Strategy Games, Thematic Games",120 minutes,12 and up,12 and up,"Empires of the Void: Key to the Universe, Empires of the Void: Pirates of Cidran, Empires of the Void: Sirens of Belshar",Extensive use of text - massive conversion needed to be playable,None,24,Best with 4 players,515,6.94,1.42,181210
A Game of Thrones Collectible Card Game,1542,2002,Hand Management,"Card Game, Collectible Components, Fantasy, Novel-based",Customizable Games,30 minutes,,10 and up,None,Extensive use of text - massive conversion needed to be playable,2002 Origins Awards Best Trading Card Game Winner,25,Best with 2 players,577,6.93,1.65,107134
Infection: Humanity's Last Gasp,1543,2013,Dice Rolling,"Medical, Puzzle",Strategy Games,45 minutes,13 and up,8 and up,None,Extensive use of text - massive conversion needed to be playable,None,1,Best with 1 players,299,7.54,1.00,53388
Courtier,1544,2012,"Area Control / Area Influence, Card Drafting, Hand Management, Variable Player Powers","Card Game, Renaissance, Territory Building",Strategy Games,45 minutes,10 and up,12 and up,None,Extensive use of text - massive conversion needed to be playable,None,24,Best with 4 players,662,6.74,1.36,54988
Pagoda,1545,2014,Hand Management,"Ancient, Card Game",Family Games,3045 minutes,8 and up,8 and up,None,No necessary in-game text,"2014 Golden Geek Best 2-Player Board Game Nominee, 2014 International Gamers Award - General Strategy: Two-players Nominee",2,Best with 2 players,564,6.84,1.13,41392
Uruk: Wiege der Zivilisation,1546,2008,"Action Point Allowance System, Auction/Bidding, Card Drafting, Hand Management","Card Game, Civilization",Strategy Games,60 minutes,12 and up,12 and up,Uruk:  Wiege der Zivilisation  5-/6-player expansion,No necessary in-game text,"2009 Fairplay  la carte Winner, 2009 Golden Geek Best Card Game Nominee",24,(Not best with any number),582,6.80,1.18,53380
Court of the Medici,1547,2009,Hand Management,"Card Game, Political, Renaissance",Strategy Games,25 minutes,12 and up,10 and up,None,Some necessary text - easily memorized or small crib sheet,2010 Golden Geek Best Abstract Board Game Nominee,2,Best with 2 players,776,6.64,1.35,95164
